property_id,subject_id,orderID,structure_type,property_sub_type,prop_type_clean,gla_sqft,bedrooms_main,bedrooms_additional,bedrooms_total,bathrooms_full,bathrooms_half,bathrooms_equivalent,close_price,close_date,address,city,state_province,postal_code,latitude,longitude,lot_size_sqft,year_built,basement_type,main_level_finished_area,levels,heating,cooling,has_missing_bed_data,bedroom_imputation_method,has_missing_bath_data,has_missing_prop_type,prop_type_mapping_method,has_missing_date_data,price_per_sqft,property_age,has_year_built,has_basement,has_cooling,has_lot_size
2895,23,4756192,Apartment,Apartment,Apartment,738.0,2,0,2,1,0,1.0,314000.0,2025-05-05,Unit 4 - 515 18 Avenue SW ,Calgary ,Alberta,T2S 0C6,51.0367,-114.073,928.0,1976.0,None,357.0,Apartment-Multi Leve ,"Baseboard, Natural Gas ",None,False,,False,False,apartment-indicator,False,425.47425474254743,49.0,True,False,False,False
2896,23,4756192,Apartment,Apartment,Apartment,774.0,2,0,2,1,0,1.0,205000.0,2025-05-05,Unit 450 - 519 17 Avenue SW ,Calgary ,Alberta,T2S 0A9,51.0376,-114.073,928.0,1968.0,None,774.0,Apartment-High-Rise  ,"Baseboard, Hot Water ",None,False,,False,False,apartment-indicator,False,264.8578811369509,57.0,True,False,False,False
2897,23,4756192,Semi Detached (Half Duplex),Semi Detached (Half Duplex),Semi-Detached,1704.0,5,0,5,3,1,3.5,963000.0,2025-05-06,1111 Regal Crescent NE ,Calgary ,Alberta,T2E 5H2,51.0629,-114.041,2626.0,2025.0,"Full, Separate/Exterior Entry ",794.0,"2 Storey, Attached-Si ","Fireplace(s), Forced Air ",Rough-In ,False,,False,False,semi-detached-indicator,False,565.1408450704225,0.0,True,True,True,True
2899,23,4756192,Apartment,Apartment,Apartment,632.0,1,0,1,1,0,1.0,296900.0,2025-05-06,Unit 402 - 317 19 Avenue SW ,Calgary ,Alberta,T2S 0E1,51.036,-114.07,928.0,1981.0,None,435.0,Apartment-Loft/Bache ,"In Floor, Forced Air ",Central Air ,False,,False,False,apartment-indicator,False,469.77848101265823,44.0,True,False,True,False
2901,23,4756192,Apartment,Apartment,Apartment,1712.0,2,0,2,2,0,2.0,760000.0,2025-05-07,Unit 4 - 934 Memorial Drive NW ,Calgary ,Alberta,T2N 3C9,51.0541,-114.081,928.0,1979.0,None,1712.0,Apartment-Single Lev ,"Forced Air, Natural Gas ",Central Air ,False,,False,False,apartment-indicator,False,443.9252336448598,46.0,True,False,True,False
2907,23,4756192,Detached,Detached,Detached,1904.0,4,0,4,3,1,3.5,1082500.0,2025-05-09,212A 12A Street NE ,Calgary ,Alberta,T2E 4R7,51.0541,-114.032,3186.0,2000.0,"Full, Separate/Exterior Entry ",941.0,2 Storey ,"Fireplace(s), Forced Air, Natural Gas ",Central Air ,False,,False,False,detached-indicator,False,568.5399159663865,25.0,True,True,True,True
2909,23,4756192,Row/Townhouse,Row/Townhouse,Townhouse,559.0,2,0,2,1,1,1.5,350000.0,2025-05-09,Unit 104 - 718 5 Street NE ,Calgary ,Alberta,T2E 3W8,51.0579,-114.05,2014.0,1998.0,None,558.0,Townhouse ,"Boiler, In Floor, Fireplace(s), Natural Gas ",None,False,,False,False,townhouse-indicator,False,626.1180679785331,27.0,True,False,False,False
2910,23,4756192,Apartment,Apartment,Apartment,520.0,1,0,1,1,0,1.0,317000.0,2025-05-09,Unit 311 - 317 22 Avenue SW ,Calgary ,Alberta,T2S 3H6,51.0332,-114.07,928.0,2017.0,None,,Apartment-Single Lev ,In Floor ,Wall Unit(s) ,False,,False,False,apartment-indicator,False,609.6153846153846,8.0,True,False,True,False
2912,23,4756192,Detached,Detached,Detached,940.0,3,0,3,2,0,2.0,680000.0,2025-05-09,435 14 Avenue NE ,Calgary ,Alberta,T2E 1E6,51.0649,-114.054,5392.0,1949.0,Full ,939.0,Bungalow ,"Forced Air, Natural Gas ",None,False,,False,False,detached-indicator,False,723.4042553191489,76.0,True,True,False,True
2914,23,4756192,Detached,Detached,Detached,1053.0,3,0,3,2,1,2.5,805000.0,2025-05-09,814 23 Avenue SE ,Calgary ,Alberta,T2G 1N8,51.0332,-114.043,2744.0,1979.0,"Full, Separate/Exterior Entry ",592.0,2 Storey ,Forced Air ,None,False,,False,False,detached-indicator,False,764.4824311490978,46.0,True,True,False,True
2916,23,4756192,Apartment,Apartment,Apartment,787.0,1,0,1,1,0,1.0,430000.0,2025-05-09,Unit 109 - 1117 1 Street SW ,Calgary ,Alberta,T2R 0T9,51.0419,-114.066,928.0,1912.0,None,,Apartment-Loft/Bache ,"Baseboard, Natural Gas ",None,False,,False,False,apartment-indicator,False,546.3786531130877,113.0,True,False,False,False
2921,23,4756192,Row/Townhouse,Row/Townhouse,Townhouse,1357.0,1,0,1,1,2,2.0,602500.0,2025-05-10,Unit 15 - 1420 9 Avenue SE ,Calgary ,Alberta,T2G 0T5,51.0398,-114.03,2014.0,1947.0,None,,3 (or more) Storey ,Forced Air ,Central Air ,False,,False,False,townhouse-indicator,False,443.994104642594,78.0,True,False,True,False
2922,23,4756192,Apartment,Apartment,Apartment,657.0,2,0,2,1,0,1.0,220000.0,2025-05-10,Unit 9 - 714 5A Street NW ,Calgary ,Alberta,T2N 1R4,51.0576,-114.075,928.0,1978.0,None,,Apartment-Single Lev ,Baseboard ,None,False,,False,False,apartment-indicator,False,334.85540334855403,47.0,True,False,False,False
2925,23,4756192,Detached,Detached,Detached,1518.0,3,0,3,3,1,3.5,885000.0,2025-05-11,1001 8 Avenue NE ,Calgary ,Alberta,T2E 0S4,51.0594,-114.041,2551.0,2010.0,Full ,748.0,2 Storey ,Forced Air ,Central Air ,False,,False,False,detached-indicator,False,583.00395256917,15.0,True,True,True,True
2926,23,4756192,Semi Detached (Half Duplex),Semi Detached (Half Duplex),Semi-Detached,2357.0,5,0,5,4,1,4.5,940000.0,2025-05-11,222 12 Avenue NE ,Calgary ,Alberta,T2E 1A2,51.0635,-114.059,3003.0,2015.0,Full ,,"2 Storey, Attached-Si ",Standard ,None,False,,False,False,semi-detached-indicator,False,398.81204921510397,10.0,True,True,False,True
2929,23,4756192,Apartment,Apartment,Apartment,671.0,1,0,1,1,0,1.0,334000.0,2025-05-13,Unit 514 - 222 Riverfront Avenue SW ,Calgary ,Alberta,T2P 0S7,51.0525,-114.067,928.0,2010.0,None,,Apartment-High-Rise  ,Standard ,None,False,,False,False,apartment-indicator,False,497.7645305514158,15.0,True,False,False,False
2932,24,4756320,Apartment,Apartment,Apartment,974.0,2,0,2,2,0,2.0,205000.0,2025-01-07,Unit 118 - 12045 22 Avenue SW ,Edmonton ,Alberta,T6W 2Y2,53.4108,-113.538,798.0,2014.0,"None,  No Basement ",,,"Baseboard,  Natural Gas ",None,False,,False,False,apartment-indicator,False,210.47227926078028,11.0,True,True,False,True
2933,24,4756320,Detached Single Family,Detached Single Family,Detached,1960.0,3,0,3,2,1,2.5,575000.0,2025-01-08,3915 AGAR Court SW ,Edmonton ,Alberta,T6W 1A8,53.4006,-113.531,4911.8,2014.0,"Full,  Unfinished ",,,"Forced Air-1,  Natural Gas ",None,False,,False,False,detached-indicator,False,293.3673469387755,11.0,True,True,False,True
2934,24,4756320,Condo Townhouse,Condo Townhouse,Condominium,1030.0,2,0,2,2,0,2.0,289000.0,2025-01-13,Unit 46 - 446 ALLARD Boulevard SW ,Edmonton ,Alberta,T6W 3S7,53.3982,-113.521,1643.8,2016.0,"None,  No Basement ",,,"Forced Air-1,  Natural Gas ",None,False,,False,False,condo-indicator,False,280.58252427184465,9.0,True,True,False,True
2935,24,4756320,Detached Single Family,Detached Single Family,Detached,1830.0,3,0,3,2,1,2.5,610000.0,2025-01-14,4658 ALWOOD Way SW ,Edmonton ,Alberta,T6W 1A8,53.3965,-113.535,3960.5,2019.0,"Full,  Finished ",,,"Forced Air-1,  Natural Gas ",None,False,,False,False,detached-indicator,False,333.3333333333333,6.0,True,True,False,True
2936,24,4756320,Detached Single Family,Detached Single Family,Detached,3286.0,6,0,6,5,1,5.5,928000.0,2025-01-15,3203 ABBOTT Crescent SW ,Edmonton ,Alberta,T6W 2V3,53.4009,-113.523,4983.5,2016.0,"Full,  Finished ",,,"Forced Air-2,  Natural Gas ",None,False,,False,False,detached-indicator,False,282.41022519780887,9.0,True,True,False,False
2937,24,4756320,Apartment,Apartment,Apartment,760.0,2,0,2,2,0,2.0,195000.0,2025-01-16,Unit 415 - 3207 JAMES MOWATT Trail SW ,Edmonton ,Alberta,T6W 3L6,53.4023,-113.539,799.5,2016.0,"None,  No Basement ",,,"Hot Water,  Natural Gas ",None,False,,False,False,apartment-indicator,False,256.57894736842104,9.0,True,True,False,True
2939,24,4756320,Detached Single Family,Detached Single Family,Detached,2665.0,3,0,3,2,1,2.5,610000.0,2025-01-20,426 CALLAGHAN Court SW ,Edmonton ,Alberta,T6W 0G5,53.4117,-113.525,4983.5,2011.0,"Full,  Unfinished ",,,"Forced Air-1,  Natural Gas ",None,False,,False,False,detached-indicator,False,228.89305816135084,14.0,True,True,False,False
2943,24,4756320,Detached Single Family,Detached Single Family,Detached,3364.0,7,0,7,4,0,4.0,1194500.0,2025-01-24,1253 ADAMSON Drive SW ,Edmonton ,Alberta,T6W 1Z4,53.4024,-113.516,7268.2,2012.0,"Full,  Finished ",,,"Forced Air-1,  In Floor Heat System,  Natural Gas,  Water ",None,False,,False,False,detached-indicator,False,355.0832342449465,13.0,True,True,False,True
2944,24,4756320,Detached Single Family,Detached Single Family,Detached,1466.0,3,0,3,2,1,2.5,473800.0,2025-01-27,1038 DANIELS Loop SW ,Edmonton ,Alberta,T6W 4C9,53.3966,-113.545,3453.7,2019.0,"Full,  Unfinished ",,,"Forced Air-1,  Natural Gas ",None,False,,False,False,detached-indicator,False,323.19236016371076,6.0,True,True,False,True
2945,24,4756320,Condo Townhouse,Condo Townhouse,Condominium,1045.0,3,0,3,2,1,2.5,350000.0,2025-01-28,Unit 30 - 740 Daniels Way SW ,Edmonton ,Alberta,T6W 3L9,53.4,-113.544,1888.8,2024.0,"Full,  Unfinished ",,,"Forced Air-1,  Natural Gas ",None,False,,False,False,condo-indicator,False,334.9282296650718,1.0,True,True,False,False
2946,24,4756320,Apartment,Apartment,Apartment,798.0,2,0,2,2,0,2.0,280000.0,2025-01-30,Unit 224 - 1154 ADAMSON Drive SW ,Edmonton ,Alberta,T6W 3N5,53.4048,-113.519,719.7,2020.0,"None,  No Basement ",,,"Baseboard,  Hot Water,  Natural Gas ",None,False,,False,False,apartment-indicator,False,350.87719298245617,5.0,True,True,False,True
2948,24,4756320,Detached Single Family,Detached Single Family,Detached,1615.0,4,0,4,3,1,3.5,565000.0,2025-01-31,502 CONROY Crescent SW ,Edmonton ,Alberta,T6W 3Y2,53.4121,-113.508,4690.7,2018.0,"Full,  Finished ",,,"Forced Air-1,  Natural Gas ",None,False,,False,False,detached-indicator,False,349.8452012383901,7.0,True,True,False,True
2949,24,4756320,Condo Townhouse,Condo Townhouse,Condominium,1499.0,3,0,3,2,1,2.5,339000.0,2025-01-31,Unit 59 - 2803 JAMES MOWATT Trail SW ,Edmonton ,Alberta,T6W 2P5,53.4048,-113.535,1800.5,2015.0,"None,  No Basement ",,,"Forced Air-1,  Natural Gas ",None,False,,False,False,condo-indicator,False,226.15076717811874,10.0,True,True,False,True
2951,24,4756320,Detached Single Family,Detached Single Family,Detached,1724.0,3,0,3,2,1,2.5,539000.0,2025-02-05,2940 ANTON LINK SW ,Edmonton ,Alberta,T6W 3T7,53.3976,-113.527,5475.6,2018.0,"Full,  Unfinished ",,,"Forced Air-1,  Natural Gas ",None,False,,False,False,detached-indicator,False,312.64501160092806,7.0,True,True,False,True
2952,24,4756320,Detached Single Family,Detached Single Family,Detached,2328.0,4,0,4,3,1,3.5,610000.0,2025-02-05,1924 121 Street SW ,Edmonton ,Alberta,T6W 0A6,53.414,-113.534,4378.4,2005.0,"Full,  Finished ",,,"Forced Air-1,  Natural Gas ",None,False,,False,False,detached-indicator,False,262.02749140893474,20.0,True,True,False,True
2953,24,4756320,Detached Single Family,Detached Single Family,Detached,1441.0,3,0,3,2,1,2.5,478000.0,2025-02-07,645 ALLARD Boulevard SW ,Edmonton ,Alberta,T6W 1A8,53.4014,-113.534,4366.1,2014.0,"Full,  Unfinished ",,,"Forced Air-1,  Natural Gas ",None,False,,False,False,detached-indicator,False,331.7140874392783,11.0,True,True,False,True
2954,24,4756320,Single Family,Single Family,Detached,1228.0,3,0,3,2,1,2.5,385000.0,2025-02-08,828 DANIELS Way SW ,Edmonton ,Alberta,T6W 1A7,53.3985,-113.544,1774.9,2020.0,"None,  No Basement ",,,"Forced Air-1,  Natural Gas ",None,False,,False,False,detached-indicator,False,313.51791530944627,5.0,True,True,False,True
2955,24,4756320,Apartment,Apartment,Apartment,705.0,2,0,2,1,0,1.0,163500.0,2025-02-10,Unit 111 - 11803 22 Avenue SW ,Edmonton ,Alberta,T6W 2A2,53.4086,-113.533,781.8,2013.0,"None,  No Basement",,Single Level Apartment ,"Baseboard,  Natural Gas",None,False,,False,False,apartment-indicator,False,231.91489361702128,12.0,True,True,False,True
2956,24,4756320,Single Family,Single Family,Detached,1447.0,3,0,3,2,1,2.5,431000.0,2025-02-13,679 ALLARD Boulevard SW ,Edmonton ,Alberta,T6W 1A8,53.4002,-113.536,2786.4,2014.0,"Full,  Unfinished ",,,"Forced Air-1,  Natural Gas ",None,False,,False,False,detached-indicator,False,297.85763648928815,11.0,True,True,False,True
2957,24,4756320,Detached Single Family,Detached Single Family,Detached,1520.0,3,0,3,2,1,2.5,493000.0,2025-02-14,2029 CAVANAGH Drive SW ,Edmonton ,Alberta,T6W 3M7,53.41,-113.508,2901.3,2015.0,"Full,  Unfinished ",,,"Forced Air-1,  Natural Gas ",None,False,,False,False,detached-indicator,False,324.3421052631579,10.0,True,True,False,True
2959,24,4756320,Detached Single Family,Detached Single Family,Detached,1256.0,3,0,3,2,1,2.5,488888.0,2025-02-18,12016 35 Avenue SW ,Edmonton ,Alberta,T6W 3L9,53.4024,-113.55,2597.5,2024.0,"Full,  Partially Finished ",,,"Forced Air-1,  Natural Gas ",None,False,,False,False,detached-indicator,False,389.2420382165605,1.0,True,True,False,True
2960,24,4756320,Detached Single Family,Detached Single Family,Detached,2551.0,3,0,3,2,1,2.5,588500.0,2025-02-21,1532 Cunningham Cape SW ,Edmonton ,Alberta,T6W 0Y3,53.4096,-113.529,4983.5,2012.0,"Full,  Unfinished ",,,"Forced Air-1,  Natural Gas ",None,False,,False,False,detached-indicator,False,230.6938455507644,13.0,True,True,False,False
2961,24,4756320,Apartment,Apartment,Apartment,685.0,1,0,1,1,0,1.0,142500.0,2025-02-21,Unit 117 - 11804 22 Avenue SW ,Edmonton ,Alberta,T6W 2A2,53.4093,-113.531,1012.1,2011.0,"None,  No Basement ",,,"Forced Air-1,  Natural Gas ",None,False,,False,False,apartment-indicator,False,208.02919708029196,14.0,True,True,False,True
2962,24,4756320,Apartment,Apartment,Apartment,966.0,2,0,2,2,0,2.0,215000.0,2025-02-21,Unit 423 - 12035 22 Avenue SW ,Edmonton ,Alberta,T6W 2X9,53.4106,-113.536,1003.3,2014.0,"None,  No Basement ",,,"Baseboard,  Natural Gas ",None,False,,False,False,apartment-indicator,False,222.56728778467908,11.0,True,True,False,True
2963,24,4756320,Detached Single Family,Detached Single Family,Detached,2179.0,4,0,4,3,0,3.0,633000.0,2025-02-21,2723 Collins Cres SW ,Edmonton ,Alberta,T6W 3X4,53.4099,-113.51,4983.5,2020.0,"Full,  Unfinished ",,,"Forced Air-1,  Natural Gas ",None,False,,False,False,detached-indicator,False,290.5002294630564,5.0,True,True,False,False
2964,24,4756320,Single Family,Single Family,Detached,1464.0,4,0,4,3,1,3.5,438000.0,2025-02-23,4445 ANNETT Common SW ,Edmonton ,Alberta,T6W 1A8,53.4004,-113.538,2787.7,2018.0,"Full,  Finished ",,,"Forced Air-1,  Natural Gas ",None,False,,False,False,detached-indicator,False,299.1803278688525,7.0,True,True,False,True
2965,24,4756320,Detached Single Family,Detached Single Family,Detached,2656.0,4,0,4,3,1,3.5,710000.0,2025-02-24,3713 ALEXANDER Crescent SW ,Edmonton ,Alberta,T6W 0W7,53.4023,-113.529,4416.5,2010.0,"Full,  Finished ",,,"Forced Air-2,  Natural Gas ",None,False,,False,False,detached-indicator,False,267.3192771084337,15.0,True,True,False,True
2966,24,4756320,Apartment,Apartment,Apartment,764.0,2,0,2,2,0,2.0,196000.0,2025-02-25,Unit 215 - 11808 22 Ave SW ,Edmonton ,Alberta,T6W 2A2,53.4099,-113.53,928.0,2011.0,"None,  No Basement ",,,"Baseboard,  Water ",None,False,,False,False,apartment-indicator,False,256.5445026178011,14.0,True,True,False,False
2967,24,4756320,Detached Single Family,Detached Single Family,Detached,1700.0,3,0,3,2,1,2.5,524900.0,2025-02-27,11981 35 Avenue SW ,Edmonton ,Alberta,T6W 3L9,53.4017,-113.55,4983.5,2023.0,"Full,  Unfinished ",,,"Forced Air-1,  Natural Gas ",None,False,,False,False,detached-indicator,False,308.7647058823529,2.0,True,True,False,False
2968,24,4756320,Detached Single Family,Detached Single Family,Detached,2510.0,4,0,4,3,0,3.0,653000.0,2025-03-01,1268 CUNNINGHAM Drive SW ,Edmonton ,Alberta,T6W 0R7,53.4043,-113.525,4306.9,2010.0,"Full,  Unfinished ",,,"Forced Air-1,  Natural Gas ",None,False,,False,False,detached-indicator,False,260.1593625498008,15.0,True,True,False,True
2969,24,4756320,Apartment,Apartment,Apartment,518.0,1,0,1,1,0,1.0,130000.0,2025-03-03,Unit 109 - 11808 22 Avenue SW ,Edmonton ,Alberta,T6W 2A2,53.4099,-113.53,534.2,2011.0,"None,  No Basement ",,,"Baseboard,  Natural Gas ",None,False,,False,False,apartment-indicator,False,250.96525096525096,14.0,True,True,False,True
2970,24,4756320,Condo Townhouse,Condo Townhouse,Condominium,1599.0,3,0,3,2,1,2.5,348000.0,2025-03-04,1627 CUNNINGHAM Way SW ,Edmonton ,Alberta,T6W 0V8,53.4051,-113.527,1592.6,2013.0,"Partial,  Finished ",,,"Forced Air-1,  Natural Gas ",None,False,,False,False,condo-indicator,False,217.6360225140713,12.0,True,True,False,True
2975,24,4756320,Condo Townhouse,Condo Townhouse,Condominium,1302.0,2,0,2,2,1,2.5,335000.0,2025-03-07,1657 James Mowatt Trail SW ,Edmonton ,Alberta,T6W 0J7,53.4142,-113.522,1888.8,2009.0,"Partial,  Finished ",,,"Forced Air-1,  Natural Gas ",None,False,,False,False,condo-indicator,False,257.2964669738863,16.0,True,True,False,False
2976,24,4756320,Detached Single Family,Detached Single Family,Detached,2278.0,3,0,3,2,1,2.5,720000.0,2025-03-08,1090 CHRISTIE Vista SW ,Edmonton ,Alberta,T6W 1A8,53.4133,-113.513,4824.7,2021.0,"Full,  Unfinished ",,,"Forced Air-1,  Natural Gas ",None,False,,False,False,detached-indicator,False,316.0667251975417,4.0,True,True,False,True
2977,24,4756320,Detached Single Family,Detached Single Family,Detached,1982.0,4,0,4,3,1,3.5,614500.0,2025-03-10,2775 Collins Cres SW ,Edmonton ,Alberta,T6W 4G8,53.4087,-113.513,4983.5,2020.0,"Full,  Finished ",,,"Forced Air-1,  Natural Gas ",None,False,,False,False,detached-indicator,False,310.0403632694248,5.0,True,True,False,False
2979,24,4756320,Detached Single Family,Detached Single Family,Detached,1695.0,3,0,3,2,1,2.5,472500.0,2025-03-11,3063 Arthurs Crescent SW ,Edmonton ,Alberta,T6W 1A8,53.4029,-113.522,4983.5,2014.0,"Full,  Unfinished ",,,"Forced Air-2,  Natural Gas ",None,False,,False,False,detached-indicator,False,278.76106194690266,11.0,True,True,False,False
2980,24,4756320,Condo Townhouse,Condo Townhouse,Condominium,1244.0,3,0,3,2,1,2.5,365000.0,2025-03-25,Unit 10 - 1910 COLLIP VIEW View SW ,Edmonton ,Alberta,T6W 5H4,53.4084,-113.517,1973.6,2022.0,"Full,  Unfinished ",,2 Storey ,"Forced Air-1,  Natural Gas ",None,False,,False,False,condo-indicator,False,293.40836012861735,3.0,True,True,False,True
2981,24,4756320,Apartment,Apartment,Apartment,933.0,2,0,2,2,0,2.0,220000.0,2025-03-28,Unit 409 - 3315 JAMES MOWATT Trail SW ,Edmonton ,Alberta,T6W 3L9,53.4021,-113.54,921.9,2016.0,"None,  No Basement ",,Single Level Apartment ,"Baseboard,  Electric ",None,False,,False,False,apartment-indicator,False,235.7984994640943,9.0,True,True,False,True
2982,24,4756320,Duplex,Duplex,Semi-Detached,1784.0,3,0,3,2,1,2.5,530000.0,2025-03-31,1433 CHERNIAK Way SW ,Edmonton ,Alberta,T6W 1A8,53.41,-113.515,5315.9,2024.0,"Full,  Unfinished ",,2 Storey ,"Forced Air-1,  Natural Gas ",None,False,,False,True,medium-large-imputation,False,297.085201793722,1.0,True,True,False,True
2983,24,4756320,Apartment,Apartment,Apartment,688.0,2,0,2,1,0,1.0,184000.0,2025-04-01,Unit 313 - 12035 22 Avenue SW ,Edmonton ,Alberta,T6W 2X9,53.4106,-113.536,928.0,2014.0,"None,  No Basement ",,Single Level Apartment ,"Baseboard,  Natural Gas ",None,False,,False,False,apartment-indicator,False,267.4418604651163,11.0,True,True,False,False
2986,24,4756320,Condo Townhouse,Condo Townhouse,Condominium,1215.0,3,0,3,2,1,2.5,350000.0,2025-04-02,Unit 81 - 1776 CUNNINGHAM Way SW ,Edmonton ,Alberta,T6W 2J5,53.4069,-113.53,2041.2,2013.0,"None,  No Basement ",,2 Storey ,"Forced Air-1,  Natural Gas ",None,False,,False,False,condo-indicator,False,288.06584362139915,12.0,True,True,False,True
2987,24,4756320,Detached Single Family,Detached Single Family,Detached,1377.0,3,0,3,2,1,2.5,462888.0,2025-04-02,1961 119A Street SW ,Edmonton ,Alberta,T6W 0E2,53.4117,-113.531,5194.2,2006.0,"Full,  Unfinished ",,2 Storey ,"Forced Air-1,  Natural Gas ",None,False,,False,False,detached-indicator,False,336.15686274509807,19.0,True,True,False,True
2988,24,4756320,Detached Single Family,Detached Single Family,Detached,1620.0,3,0,3,2,1,2.5,475000.0,2025-04-03,5906 ANTHONY Crescent SW ,Edmonton ,Alberta,T6W 3H4,53.3968,-113.534,2905.1,2015.0,"Full,  Unfinished ",,2 Storey ,"Forced Air-1,  Natural Gas ",None,False,,False,False,detached-indicator,False,293.2098765432099,10.0,True,True,False,True
2989,24,4756320,Condo Townhouse,Condo Townhouse,Condominium,880.0,2,0,2,1,0,1.0,259900.0,2025-04-04,Unit 12 - 1110 DANIELS Link SW ,Edmonton ,Alberta,T6W 4N6,53.3985,-113.545,1042.4,2019.0,"None,  No Basement ",,2 Storey ,"Forced Air-1,  Natural Gas ",None,False,,False,False,condo-indicator,False,295.34090909090907,6.0,True,True,False,True
2990,24,4756320,Detached Single Family,Detached Single Family,Detached,1895.0,4,0,4,3,1,3.5,545000.0,2025-04-07,11704 18 Avenue SW ,Edmonton ,Alberta,T6W 2E7,53.4149,-113.527,4983.5,2012.0,"Full,  Finished ",,2 Storey ,"Forced Air-1,  Natural Gas ",None,False,,False,False,detached-indicator,False,287.598944591029,13.0,True,True,False,False
2993,24,4756320,Detached Single Family,Detached Single Family,Detached,2244.0,5,0,5,3,0,3.0,665000.0,2025-04-07,1824 Collip View SW ,Edmonton ,Alberta,T6W 1A8,53.41,-113.518,4983.5,2022.0,"Full,  Unfinished ",,2 Storey ,"Forced Air-1,  Natural Gas ",None,False,,False,False,detached-indicator,False,296.34581105169343,3.0,True,True,False,False
2994,24,4756320,Detached Single Family,Detached Single Family,Detached,1917.0,4,0,4,3,0,3.0,580000.0,2025-04-08,2214 Donaghey Way SW ,Edmonton ,Alberta,T6W 4Y7,53.4017,-113.551,4983.5,2022.0,"Full,  Unfinished ",,2 Storey ,"Forced Air-1,  Natural Gas ",None,False,,False,False,detached-indicator,False,302.55607720396455,3.0,True,True,False,False
2995,24,4756320,Detached Single Family,Detached Single Family,Detached,1378.0,3,0,3,2,1,2.5,475000.0,2025-04-08,2347 CASEY Crescent SW ,Edmonton ,Alberta,T6W,53.4106,-113.506,2984.2,2016.0,"Full,  Unfinished ",,2 Storey ,"Forced Air-1,  Natural Gas ",None,False,,False,False,detached-indicator,False,344.70246734397676,9.0,True,True,False,True
2996,24,4756320,Detached Single Family,Detached Single Family,Detached,1914.0,4,0,4,3,1,3.5,586000.0,2025-04-08,2523 COLE Crescent SW ,Edmonton ,Alberta,T6W 1A8,53.404,-113.533,3747.3,2011.0,"Full,  Finished ",,2 Storey ,"Forced Air-1,  Natural Gas ",None,False,,False,False,detached-indicator,False,306.1650992685475,14.0,True,True,False,True
2998,24,4756320,Condo Townhouse,Condo Townhouse,Condominium,673.0,1,0,1,1,0,1.0,215000.0,2025-04-10,Unit 32 - 1110 DANIELS LINK Link SW ,Edmonton ,Alberta,T6W 4N6,53.3985,-113.545,1042.4,2021.0,"None,  No Basement ",,2 Storey ,"Forced Air-1,  Natural Gas ",None,False,,False,False,condo-indicator,False,319.46508172362553,4.0,True,True,False,True
2999,24,4756320,Condo Townhouse,Condo Townhouse,Condominium,1550.0,3,0,3,2,1,2.5,370000.0,2025-04-10,Unit 58 - 1816 Rutherford Road SW ,Edmonton ,Alberta,T6W 2K6,53.4149,-113.522,1888.8,2014.0,"None,  No Basement ",,3 Storey ,"Forced Air-1,  Natural Gas ",None,False,,False,False,condo-indicator,False,238.70967741935485,11.0,True,True,False,False
3000,24,4756320,Duplex,Duplex,Semi-Detached,1517.0,3,0,3,2,1,2.5,415000.0,2025-04-11,2614 CASEY Way SW ,Edmonton ,Alberta,T6W 3N1,53.4099,-113.504,3035.0,2016.0,"Full,  Partially Finished ",,2 Storey ,"Forced Air-1,  Natural Gas ",None,False,,False,True,medium-large-imputation,False,273.5662491760053,9.0,True,True,False,False
3001,24,4756320,Detached Single Family,Detached Single Family,Detached,1830.0,3,0,3,2,1,2.5,539000.0,2025-04-13,12047 20 Avenue SW ,Edmonton ,Alberta,T6W 0A8,53.4128,-113.534,4983.5,2005.0,"Full,  Finished ",,2 Storey ,"Forced Air-1,  Natural Gas ",None,False,,False,False,detached-indicator,False,294.53551912568304,20.0,True,True,False,False
3002,24,4756320,Duplex,Duplex,Semi-Detached,1694.0,3,0,3,3,1,3.5,505000.0,2025-04-14,Unit 5 - 1641 JAMES MOWATT Trail SW ,Edmonton ,Alberta,T6W 0J7,53.4141,-113.521,2508.1,2011.0,"Full,  Finished ",,2 Storey ,"Forced Air-1,  Natural Gas ",None,False,,False,True,medium-large-imputation,False,298.1109799291618,14.0,True,True,False,True
3004,24,4756320,Duplex,Duplex,Semi-Detached,1515.0,3,0,3,2,1,2.5,450000.0,2025-04-15,2536 CASEY Way SW ,Edmonton ,Alberta,T6W 3N3,53.4088,-113.507,3035.0,2017.0,"Full,  Unfinished ",,2 Storey ,"Forced Air-1,  Natural Gas ",None,False,,False,True,medium-large-imputation,False,297.029702970297,8.0,True,True,False,False
3005,24,4756320,Duplex,Duplex,Semi-Detached,1567.0,3,0,3,2,1,2.5,484000.0,2025-04-17,4560 Alwood Way SW ,Edmonton ,Alberta,T6W 1A8,53.3972,-113.539,3035.0,2019.0,"Full,  Unfinished ",,2 Storey ,"Forced Air-1,  Natural Gas ",None,False,,False,True,medium-large-imputation,False,308.87045309508613,6.0,True,True,False,False
3006,24,4756320,Detached Single Family,Detached Single Family,Detached,2842.0,3,0,3,2,1,2.5,825000.0,2025-04-17,2716 COLLINS Crescent SW ,Edmonton ,Alberta,T6W 3X4,53.4092,-113.51,4199.0,2018.0,"Full,  Unfinished ",,2 Storey ,"Forced Air-1,  Natural Gas ",None,False,,False,False,detached-indicator,False,290.28852920478533,7.0,True,True,False,True
